objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Tabletop Inc.","405719","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","116663460","5.62043","7.24984","3.2222","8195","644","thing","Tabletop Inc.","1","6","120","120","40","2025","1,2,3,4,5,6","3,4","14+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Taboo","1111","6","1","1","1","0","0","0","0","0","0","0","3","#large","","","","","53702448","6.13804","6.3139","1.2006","2426","27122","thing","Taboo","4","10","20","20","20","1989","4,5,6,7,8,9,10","6,8","10+","Unplayable in another language","","","","","","standalone","630509535507","","","","","","Travis & Breann Tomulty","1","","","","","","",""
"Tabriz","349369","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","93972395","5.78749","7.25733","2.0278","4813","1348","thing","Tabriz","1","5","60","60","30","2025","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tabriz: The Card Game","349374","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","135478554","0","8.5","0","0","3","thing","Tabriz: The Card Game","2","5","45","45","30","0","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tack","305212","6","1","0","0","0","0","0","0","0","1","1","4","","","","","","130251097","5.51918","7.22125","1","18978","139","thing","Tack","2","2","20","20","10","2025","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Back Goat Cheese Pizza","341876","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","94985185","5.71666","6.91491","1","5795","1849","thing","Taco Back Goat Cheese Pizza","2","8","10","10","10","2020","3,4,5,6,7,8","5,6","10–18","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Bell Party Pack Card Game","337932","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","122910200","5.50965","5.72418","1","21921","864","thing","Taco Bell Party Pack Card Game","2","6","20","20","20","2021","2,3,4,5,6","4","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Cat Goat Cheese Pizza","253664","5","8","1","1","0","0","0","0","0","0","0","1","#small","","","","","88306396","6.18117","6.51205","1.0363","2249","22824","thing","Taco Cat Goat Cheese Pizza","2","8","30","30","10","2018","3,4,5,6,7,8","4,5,6","6+","No necessary in-game text","","","","","","standalone","855836006081","6.84","USD","","","2021-12-10","Target","1","","","2021-12-16","","","",""
"Taco Cat Goat Cheese Pizza: Easter Edition","385414","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","117605900","0","6.54308","0","0","165","thing","Taco Cat Goat Cheese Pizza: Easter Edition","2","8","15","15","10","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"¡TACO FIGHT!","249364","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","119492829","5.52183","6.37257","1","18207","253","thing","¡TACO FIGHT!","1","4","6","6","5","2019","","","","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Hat Cake Gift Pizza","338678","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","108017907","5.60769","6.38614","1","8742","1125","thing","Taco Hat Cake Gift Pizza","2","8","15","15","10","2021","4,5,6,7,8","5,6","6","","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Kitten Pizza","392491","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","108017916","5.52244","6.21889","1","18044","305","thing","Taco Kitten Pizza","2","6","5","5","5","2023","2,3,4,5,6","3,4,5","4+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Loco","438465","0","0","0","0","0","0","0","1","0","0","1","4","","","","","","129610339","5.52664","6.33418","1","16921","255","thing","Taco Loco","2","5","15","15","15","2025","3,4,5","3,4,5","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Puck Maple Syrup Canoe","401312","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","121825785","5.50825","6.08333","0","22358","151","thing","Taco Puck Maple Syrup Canoe","2","8","10","10","10","2022","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Takeover","189816","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","111733019","5.50566","5.86786","1","23168","190","thing","Taco Takeover","2","4","20","0","20","2015","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco Time","381534","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","117599501","0","6.45455","0","0","33","thing","Taco Time","2","6","30","30","30","2023","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Taco vs Burrito","249816","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","61117853","5.39215","5.11825","1","29206","2733","thing","Taco vs Burrito","2","4","45","45","15","2018","2,3,4","4","6+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tacta","401636","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","136839713","5.79728","7.05568","1.5385","4691","1732","thing","Tacta","2","6","20","0","20","2025","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"TacTiki","266592","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","97634052","5.64086","7.21195","1.3077","7512","636","thing","TacTiki","2","2","30","30","30","2022","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tag City","257667","0","0","0","0","0","0","0","1","0","1","1","2","","","","","","81453848","5.57808","6.66588","2","10371","368","thing","Tag City","2","4","30","30","20","2018","2,3,4","2,3","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tag Team","434906","0","1","0","0","0","0","0","1","0","0","0","3","","","","","","135184132","6.08975","7.90959","2","2644","2093","thing","Tag Team","2","2","10","10","10","2025","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"TAGS","248002","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","58841911","5.75869","6.44046","1.25","5168","2074","thing","TAGS","2","4","40","40","20","2018","2,3,4","4","","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tai Chi Tiger","432808","6","1","0","0","0","0","0","1","0","0","0","3","","","","","","133379830","0","6.5","0","0","24","thing","Tai Chi Tiger","2","5","0","0","0","2025","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tailor Master","417721","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","131217379","5.51396","6.61875","1","20581","81","thing","Tailor Master","2","2","30","30","20","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tails on Fire","371071","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","132361915","5.53617","6.17519","1.5","14871","410","thing","Tails on Fire","2","6","20","20","20","2022","4,5","4","","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Taj Mahal","475","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","93932621","6.85278","7.25513","2.8502","677","9998","thing","Taj Mahal","2","5","90","90","45","2000","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tajuto","286830","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","69903334","5.70717","6.58632","2.05","5968","1356","thing","Tajuto","2","4","60","60","45","2019","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Takamachi!","173157","0","0","0","0","0","0","0","1","0","0","1","3","","","","","","137266685","5.4975","5.41022","1","25290","143","thing","Takamachi!","2","4","15","15","5","2014","2","2","4+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Take 5","432","0","7","0","1","0","0","0","0","0","0","1","1","","","","","","58439638","6.85324","6.98058","1.1905","674","48090","thing","Take 5","2","10","45","45","45","1994","3,4,5,6,7,8,9,10","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Take 5 & Take A Number","246912","6","2","2","1","1","0","0","0","0","0","0","1","#small","Hand Management","","","","68653757","6.20761","7.52169","1.4211","0","3850","thing","Take 5 & Take A Number","2","10","45","45","25","2018","4,5,6,7,8,9,10","5,6,7","8+","","","","","","","standalone","853533008155","9.21","USD","","","2020-01-27","Amazon","1","","","2020-01-28","","","",""
"Take a Seat","352485","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","98848750","5.67769","6.81674","2.2727","6588","1017","thing","Take a Seat","1","6","30","30","20","2022","1,2,3,4,5,6","1,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Takenoko","70919","6","1","0","0","0","0","0","0","1","0","0","4","","","","","","53714375","7.06177","7.1997","1.9733","427","75793","thing","Takenoko","2","4","45","45","45","2011","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","19.67","USD","","","2019-08-30","Walmart","1","","","2019-09-06","","","",""
"Takenokolor","373636","6.8","20","0","0","0","1","1","0","0","1","1","3","#write","","","","","118587743","5.53273","5.69764","1","15542","704","thing","Takenokolor","2","4","30","30","20","2024","2,3,4","3","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tales & Games: The Three Little Pigs","135649","0","0","0","0","0","0","0","1","0","1","0","3","","","","","","103365717","5.90406","6.41546","1.1857","3728","3681","thing","Tales & Games: The Three Little Pigs","2","5","20","20","20","2013","2,3,4,5","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tales of Glory","246816","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","93569914","5.99924","7.14892","1.931","3104","1894","thing","Tales of Glory","2","5","45","45","30","2018","2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tally Ho!","908","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","105985361","5.86678","6.16464","1.4788","4008","4775","thing","Tally Ho!","2","2","30","30","30","1973","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tammany Hall","30645","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","64419245","6.66495","7.27048","2.7801","954","6282","thing","Tammany Hall","3","5","90","90","90","2007","3,4,5","5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tang Garden","252153","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","81176735","6.65002","7.31477","2.6397","983","9486","thing","Tang Garden","1","4","60","60","40","2019","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tang Hu Lu (冰糖葫芦)","355739","0","1","0","0","0","0","0","1","0","0","0","3","","","","","","118816778","5.49453","5.36274","1","25931","17","thing","Tang Hu Lu (冰糖葫芦)","2","4","25","25","25","2020","2,3","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tangram City","391497","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","110638397","5.75303","6.76555","1.5909","5240","1260","thing","Tangram City","1","5","40","40","10","2023","1,2,3,4,5","1,2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tanuki","375923","0","0","0","0","0","0","0","1","0","0","0","3","","","","","","117439625","5.53069","6.61515","1.25","15967","362","thing","Tanuki","3","6","20","20","20","2024","3,4,5","3,4","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tanuki Matsuri","310385","0","0","0","0","0","0","0","1","0","1","0","3","","","","","","100573343","5.5273","6.87727","1.2","16755","75","thing","Tanuki Matsuri","1","6","15","15","15","2020","1,2,3,4,5,6","2","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tao Long: The Way of the Dragon","215613","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","69723522","5.99036","6.80581","2.7353","3148","4263","thing","Tao Long: The Way of the Dragon","2","2","30","30","10","2017","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tapas","417487","0","4","0","0","0","0","0","1","0","1","1","3","","","","","","118720524","5.49351","5.50417","0","26112","52","thing","Tapas","2","2","15","15","10","2024","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
